identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_PROPN	upos_dist_SYM	upos_dist_ADP	upos_dist_DET	upos_dist_ADV	upos_dist_AUX	upos_dist_X	upos_dist_ADJ	upos_dist_NOUN	upos_dist_PRON	upos_dist_INTJ	upos_dist_CCONJ	upos_dist_NUM	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_mood_dist_GenPot	verbs_mood_dist_Imp	verbs_mood_dist_GenNec	verbs_mood_dist_Nec	verbs_mood_dist_CndGen	verbs_mood_dist_Ind	verbs_mood_dist_Opt	verbs_mood_dist_CndPot	verbs_mood_dist_Gen	verbs_mood_dist_Pot	verbs_mood_dist_Cnd	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_tense_dist_Pqp	verbs_tense_dist_Fut	verbs_form_dist_Conv	verbs_form_dist_Vnoun	verbs_form_dist_Part	verbs_num_pers_dist	aux_mood_dist_CndGen	aux_mood_dist_GenPot	aux_mood_dist_Imp	aux_mood_dist_Nec	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Gen	aux_tense_dist_Pres	aux_tense_dist_Pqp	aux_tense_dist_Fut	aux_tense_dist_Past	aux_form_dist_Vnoun	aux_form_dist_Conv	aux_num_pers_dist	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_aux:q	dep_dist_cc:preconj	dep_dist_case	dep_dist_nmod:poss	dep_dist_advmod	dep_dist_discourse	dep_dist_det	dep_dist_punct	dep_dist_clf	dep_dist_obj	dep_dist_dep	dep_dist_nmod	dep_dist_cop	dep_dist_nummod	dep_dist_goeswith	dep_dist_conj	dep_dist_mark	dep_dist_compound:redup	dep_dist_dislocated	dep_dist_flat	dep_dist_parataxis	dep_dist_root	dep_dist_amod	dep_dist_advcl	dep_dist_appos	dep_dist_csubj	dep_dist_ccomp	dep_dist_compound	dep_dist_advmod:emph	dep_dist_iobj	dep_dist_nsubj	dep_dist_obl	dep_dist_orphan	dep_dist_cc	dep_dist_aux	dep_dist_acl	dep_dist_fixed	dep_dist_xcomp	dep_dist_compound:lvc	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prepositional_chain_distribution	subordinate_chains_distribution	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_1	verb_edges_dist_6	verb_edges_dist_0	verb_edges_dist_5	avg_verb_edges
02074009.conllu	1	25	25.0	5.619047619047619	16.0	0	4.0	4.0	0	0	0	12.0	36.0	0	0	0	8.0	16.0	0	4.0	0.8095238095238095	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	25.0	2.95	16.0	16.0	0	0	0	4.0	16.0	0	0	4.0	16.0	0	4.0	0	4.0	0	4.0	0	0	0	0	0	4.0	0	4.0	12.0	0	8.0	0	0	8.0	0	0	8.0	4.0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
02075020.conllu	1	13	13.0	7.090909090909091	23.076923076923077	0	0	0	0	0	0	23.076923076923077	23.076923076923077	0	0	0	0	15.384615384615385	0	15.384615384615385	1.0	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	6.5	3.0	11.0	11.0	0	0	0	0	15.384615384615385	0	0	0	15.384615384615385	0	15.384615384615385	0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
02076003.conllu	1	36	36.0	6.620689655172414	11.11111111111111	0	2.7777777777777777	2.7777777777777777	2.7777777777777777	2.7777777777777777	0	19.444444444444443	33.333333333333336	0	0	0	0	19.444444444444443	0	5.555555555555555	0.896551724137931	50.0	0	0	0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	12.0	2.8214285714285716	18.0	18.0	0	0	0	2.7777777777777777	13.88888888888889	2.7777777777777777	0	2.7777777777777777	19.444444444444443	0	2.7777777777777777	0	0	2.7777777777777777	0	0	2.7777777777777777	0	0	0	5.555555555555555	0	2.7777777777777777	19.444444444444443	0	5.555555555555555	0	0	0	0	0	5.555555555555555	5.555555555555555	0	0	0	5.555555555555555	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
02078004.conllu	1	10	10.0	6.333333333333333	10.0	0	10.0	0	10.0	0	0	20.0	30.0	0	0	0	0	10.0	0	10.0	0.8888888888888888	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	10.0	2.375	5.0	5.0	0	0	0	10.0	0	10.0	0	0	10.0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	10.0	10.0	0	0	0	0	0	0	0	10.0	20.0	0	0	0	10.0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
02078011.conllu	1	12	12.0	6.636363636363637	0	0	0	8.333333333333334	0	0	0	25.0	41.666666666666664	0	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0.8181818181818182	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	12.0	3.1	10.0	10.0	0	0	0	0	16.666666666666668	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	16.666666666666668	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
02079042.conllu	1	11	11.0	5.9	36.36363636363637	0	0	0	9.090909090909092	0	0	18.181818181818183	18.181818181818183	0	0	0	9.090909090909092	9.090909090909092	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.111111111111111	4.0	4.0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	27.272727272727273	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02081019.conllu	1	37	37.0	6.064516129032258	8.108108108108109	0	5.405405405405405	2.7027027027027026	10.81081081081081	8.108108108108109	0	8.108108108108109	27.027027027027028	2.7027027027027026	0	5.405405405405405	0	16.216216216216218	0	5.405405405405405	0.7096774193548387	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	100.0	0	0	0	0	0	0	4.0	100.0	9.25	6.633333333333334	30.0	30.0	0	0	0	5.405405405405405	8.108108108108109	8.108108108108109	0	2.7027027027027026	16.216216216216218	0	0	0	2.7027027027027026	8.108108108108109	0	0	8.108108108108109	0	0	0	0	0	2.7027027027027026	2.7027027027027026	2.7027027027027026	5.405405405405405	2.7027027027027026	0	0	0	0	5.405405405405405	8.108108108108109	0	5.405405405405405	0	2.7027027027027026	2.7027027027027026	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	3.0
02082017.conllu	1	19	19.0	7.222222222222222	0	0	0	0	5.2631578947368425	0	0	15.789473684210526	52.63157894736842	0	0	0	0	5.2631578947368425	0	21.05263157894737	1.0	25.0	0	0	0	0	75.0	0	0	0	0	0	75.0	25.0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	4.75	2.5294117647058822	16.0	16.0	0	0	0	5.2631578947368425	21.05263157894737	0	0	0	5.2631578947368425	0	5.2631578947368425	0	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	15.789473684210526	0	0	0	5.2631578947368425	10.526315789473685	5.2631578947368425	0	5.2631578947368425	10.526315789473685	0	0	0	5.2631578947368425	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	50.0	0	1.25
02083054.conllu	1	28	28.0	6.851851851851852	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	17.857142857142858	35.714285714285715	3.5714285714285716	0	7.142857142857143	3.5714285714285716	3.5714285714285716	0	7.142857142857143	0.7037037037037037	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	3.0	0	9.333333333333334	3.423076923076923	12.0	12.0	0	0	0	0	10.714285714285714	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	7.142857142857143	0	0	3.5714285714285716	3.5714285714285716	0	7.142857142857143	0	0	0	0	0	3.5714285714285716	14.285714285714286	10.714285714285714	0	3.5714285714285716	0	3.5714285714285716	0	0	3.5714285714285716	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	4.0
03001007.conllu	1	15	15.0	5.923076923076923	6.666666666666667	0	20.0	0	13.333333333333334	0	0	6.666666666666667	26.666666666666668	0	0	0	6.666666666666667	13.333333333333334	0	6.666666666666667	0.6923076923076923	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	15.0	2.0833333333333335	10.0	10.0	0	0	0	20.0	6.666666666666667	13.333333333333334	0	0	13.333333333333334	0	0	0	6.666666666666667	0	6.666666666666667	0	0	0	0	0	0	0	6.666666666666667	13.333333333333334	0	0	0	0	0	0	0	6.666666666666667	6.666666666666667	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03001019.conllu	1	17	17.0	6.571428571428571	0	0	0	0	5.882352941176471	5.882352941176471	0	0	29.41176470588235	11.764705882352942	0	0	0	17.647058823529413	11.764705882352942	17.647058823529413	0.6428571428571429	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	5.666666666666667	2.6153846153846154	9.0	9.0	0	0	0	0	23.529411764705884	5.882352941176471	0	0	17.647058823529413	0	5.882352941176471	0	0	5.882352941176471	0	0	0	5.882352941176471	0	0	0	0	5.882352941176471	0	5.882352941176471	0	0	0	0	0	0	5.882352941176471	11.764705882352942	0	0	0	0	5.882352941176471	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	1.6666666666666667
03001023.conllu	1	23	23.0	5.882352941176471	8.695652173913043	0	0	8.695652173913043	4.3478260869565215	0	0	4.3478260869565215	30.434782608695652	4.3478260869565215	0	0	0	26.08695652173913	0	13.043478260869565	0.8235294117647058	0	0	0	0	0	33.333333333333336	0	0	33.333333333333336	33.333333333333336	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	7.666666666666667	3.0625	20.0	20.0	0	0	0	0	13.043478260869565	4.3478260869565215	0	8.695652173913043	26.08695652173913	0	4.3478260869565215	0	0	0	0	0	0	0	0	0	0	0	4.3478260869565215	0	0	0	0	4.3478260869565215	0	0	0	8.695652173913043	17.391304347826086	0	0	0	4.3478260869565215	0	0	4.3478260869565215	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	33.333333333333336	0	0	33.333333333333336	0	2.3333333333333335
03001030.conllu	1	9	9.0	5.5	0	0	11.11111111111111	0	0	0	0	0	22.22222222222222	0	0	0	11.11111111111111	33.333333333333336	0	22.22222222222222	0.6666666666666666	0	0	0	0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	4.5	2.6	7.0	7.0	0	0	0	11.11111111111111	0	0	0	0	33.333333333333336	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	11.11111111111111	0	0	0	22.22222222222222	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03002003.conllu	1	14	14.0	6.166666666666667	7.142857142857143	0	7.142857142857143	0	0	0	0	14.285714285714286	50.0	0	0	0	0	14.285714285714286	0	7.142857142857143	0.9166666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	14.0	3.0	12.0	12.0	0	0	0	7.142857142857143	21.428571428571427	0	0	0	14.285714285714286	0	7.142857142857143	0	0	0	0	0	0	0	0	0	14.285714285714286	0	7.142857142857143	14.285714285714286	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03002010.conllu	1	16	16.0	5.142857142857143	6.25	0	0	6.25	12.5	12.5	0	12.5	31.25	0	0	0	6.25	12.5	0	0	0.7142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	2.8461538461538463	10.0	10.0	0	0	0	0	6.25	6.25	0	6.25	12.5	0	6.25	0	0	12.5	6.25	0	0	0	0	0	0	0	6.25	6.25	0	0	0	0	0	6.25	0	6.25	12.5	0	0	0	0	0	0	6.25	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03003025.conllu	1	14	14.0	7.090909090909091	7.142857142857143	0	0	7.142857142857143	0	7.142857142857143	0	7.142857142857143	35.714285714285715	0	0	0	7.142857142857143	21.428571428571427	0	7.142857142857143	0.7272727272727273	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	7.0	2.9	10.0	10.0	0	0	0	0	21.428571428571427	0	0	7.142857142857143	21.428571428571427	0	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03003036.conllu	1	20	20.0	6.222222222222222	0	0	10.0	5.0	5.0	0	0	5.0	35.0	0	0	0	15.0	10.0	0	15.0	0.6666666666666666	0	0	0	0	0	100.0	0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	6.666666666666667	2.3529411764705883	13.0	13.0	0	0	0	10.0	10.0	0	0	5.0	10.0	0	10.0	0	0	0	15.0	0	0	0	0	0	0	0	5.0	5.0	10.0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	5.0	5.0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	33.333333333333336	0	0	0	0	66.66666666666667	0	0.6666666666666666
03004003.conllu	1	22	22.0	6.421052631578948	9.090909090909092	0	4.545454545454546	0	0	0	0	9.090909090909092	50.0	0	0	0	4.545454545454546	13.636363636363637	0	9.090909090909092	0.8947368421052632	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	11.0	3.0	17.0	17.0	0	0	0	4.545454545454546	22.727272727272727	0	0	0	13.636363636363637	0	4.545454545454546	0	4.545454545454546	0	4.545454545454546	0	0	0	0	0	4.545454545454546	0	4.545454545454546	4.545454545454546	0	0	0	0	4.545454545454546	0	0	4.545454545454546	13.636363636363637	0	0	0	4.545454545454546	0	4.545454545454546	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
03005007.conllu	1	14	14.0	8.538461538461538	28.571428571428573	0	0	0	0	7.142857142857143	0	7.142857142857143	42.857142857142854	0	0	0	0	7.142857142857143	0	7.142857142857143	0.9230769230769231	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	2.0	100.0	7.0	2.5	12.0	12.0	0	0	0	0	14.285714285714286	0	0	0	7.142857142857143	0	14.285714285714286	0	0	7.142857142857143	0	0	0	0	0	0	21.428571428571427	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	0	0	7.142857142857143	0	0	0	0	7.142857142857143	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03005025.conllu	1	22	22.0	6.142857142857143	9.090909090909092	0	0	0	0	4.545454545454546	0	9.090909090909092	31.818181818181817	0	0	4.545454545454546	0	36.36363636363637	0	4.545454545454546	0.8571428571428571	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	2.0	100.0	11.0	7.769230769230769	18.0	18.0	0	0	0	0	9.090909090909092	0	0	0	36.36363636363637	0	4.545454545454546	0	0	4.545454545454546	0	0	9.090909090909092	0	0	0	4.545454545454546	0	4.545454545454546	9.090909090909092	4.545454545454546	0	0	0	0	0	0	4.545454545454546	4.545454545454546	0	4.545454545454546	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03006003.conllu	1	11	11.0	7.0	0	0	0	0	0	9.090909090909092	0	18.181818181818183	45.45454545454545	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	0.8	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	1.0	0	11.0	1.7777777777777777	7.0	7.0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	18.181818181818183	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	1.0
03006008.conllu	1	11	11.0	6.3	0	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	45.45454545454545	0	0	0	0	9.090909090909092	0	18.181818181818183	0.9	0	0	0	0	0	50.0	0	50.0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	2.0	100.0	5.5	1.4444444444444444	3.0	3.0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	9.090909090909092	0	9.090909090909092	18.181818181818183	0	0	0	9.090909090909092	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0.5
03006016.conllu	1	8	8.0	7.142857142857143	0	0	0	0	0	12.5	0	25.0	37.5	0	0	0	0	12.5	0	12.5	0.8571428571428571	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	8.0	1.8333333333333333	4.0	4.0	0	0	0	0	0	0	0	0	12.5	0	12.5	0	0	0	0	0	0	0	0	0	0	0	12.5	12.5	0	0	12.5	0	0	0	12.5	12.5	0	0	0	12.5	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	3.0
03006028.conllu	1	23	23.0	6.722222222222222	13.043478260869565	0	0	8.695652173913043	0	0	0	0	34.78260869565217	0	0	4.3478260869565215	0	21.73913043478261	0	17.391304347826086	0.8333333333333334	0	0	0	0	0	100.0	0	0	0	0	0	25.0	50.0	25.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	5.75	3.2941176470588234	10.0	10.0	0	0	0	0	13.043478260869565	0	0	8.695652173913043	21.73913043478261	0	4.3478260869565215	0	0	0	0	0	4.3478260869565215	0	0	0	4.3478260869565215	0	4.3478260869565215	0	0	4.3478260869565215	0	4.3478260869565215	0	0	0	13.043478260869565	8.695652173913043	0	4.3478260869565215	0	0	0	4.3478260869565215	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	50.0	25.0	0	0	25.0	0	2.5
03006034.conllu	1	13	13.0	7.5	0	0	0	0	0	15.384615384615385	0	23.076923076923077	30.76923076923077	0	0	0	0	23.076923076923077	0	7.6923076923076925	0.8	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	100.0	0	0	0	100.0	0	0	2.0	100.0	6.5	1.8888888888888888	6.0	6.0	0	0	0	0	15.384615384615385	0	0	0	23.076923076923077	0	0	0	0	15.384615384615385	0	0	0	0	0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	0	0	0	0	15.384615384615385	7.6923076923076925	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
03007003.conllu	1	14	14.0	6.846153846153846	0	0	0	0	7.142857142857143	0	0	14.285714285714286	57.142857142857146	0	0	0	0	7.142857142857143	0	14.285714285714286	1.0	0	0	0	0	0	50.0	0	0	50.0	0	0	50.0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	7.0	2.0	9.0	9.0	0	0	0	0	14.285714285714286	0	0	0	7.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	7.142857142857143	7.142857142857143	14.285714285714286	21.428571428571427	0	0	0	14.285714285714286	0	0	7.142857142857143	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0
03007006.conllu	1	14	14.0	5.6923076923076925	7.142857142857143	0	0	0	7.142857142857143	0	0	0	42.857142857142854	0	0	7.142857142857143	14.285714285714286	7.142857142857143	0	14.285714285714286	0.7692307692307693	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	7.0	2.3333333333333335	6.0	6.0	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	7.142857142857143	0	0	0	14.285714285714286	0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	7.142857142857143	0	14.285714285714286	21.428571428571427	0	7.142857142857143	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	50.0	50.0	2.5
03007009.conllu	1	18	18.0	7.75	0	0	0	5.555555555555555	5.555555555555555	5.555555555555555	0	5.555555555555555	44.44444444444444	0	0	0	0	11.11111111111111	0	22.22222222222222	0.875	0	0	0	0	0	100.0	0	0	0	0	0	75.0	0	0	25.0	0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	4.0	100.0	4.5	2.466666666666667	13.0	13.0	0	0	0	0	27.77777777777778	0	0	5.555555555555555	11.11111111111111	0	11.11111111111111	0	0	5.555555555555555	0	0	0	0	0	0	0	0	5.555555555555555	0	5.555555555555555	0	0	5.555555555555555	0	0	0	5.555555555555555	11.11111111111111	0	0	0	5.555555555555555	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0.5
03007011.conllu	1	11	11.0	4.6	0	0	0	0	0	18.181818181818183	0	27.272727272727273	36.36363636363637	0	0	0	9.090909090909092	9.090909090909092	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	50.0	100.0	0	0	0	0	0	0	1.0	0	11.0	1.4444444444444444	4.0	4.0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	18.181818181818183	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	18.181818181818183	0	0	9.090909090909092	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03008011.conllu	1	12	12.0	5.5	16.666666666666668	0	0	0	0	0	0	0	25.0	0	0	0	0	33.333333333333336	0	25.0	1.0	0	0	0	0	0	100.0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	4.0	2.5714285714285716	9.0	9.0	0	0	0	0	8.333333333333334	0	0	0	33.333333333333336	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	0	1.3333333333333333
03009006.conllu	1	19	19.0	6.230769230769231	0	0	0	10.526315789473685	0	0	0	5.2631578947368425	36.8421052631579	0	0	0	0	31.57894736842105	0	15.789473684210526	0.8461538461538461	66.66666666666667	0	0	0	0	33.333333333333336	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	6.333333333333333	3.0833333333333335	16.0	16.0	0	0	0	0	5.2631578947368425	0	0	10.526315789473685	31.57894736842105	0	5.2631578947368425	0	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	0	5.2631578947368425	0	0	5.2631578947368425	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	2.0
03009011.conllu	1	22	22.0	7.2631578947368425	9.090909090909092	0	0	4.545454545454546	9.090909090909092	0	0	18.181818181818183	40.90909090909091	0	0	0	0	13.636363636363637	0	4.545454545454546	0.9473684210526315	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	22.0	2.388888888888889	8.0	8.0	0	0	0	0	13.636363636363637	4.545454545454546	0	4.545454545454546	13.636363636363637	0	13.636363636363637	0	0	0	0	0	0	0	0	0	0	0	4.545454545454546	18.181818181818183	0	4.545454545454546	0	0	0	4.545454545454546	0	4.545454545454546	9.090909090909092	0	0	0	4.545454545454546	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
